attempt,success,complex idx,complex name,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
0,False,,,clashing ligands,"('unq_CSD-PABYID-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
1,True,0.0,SUBUYOGE_PN_Pd,no optimization,"('unq_CSD-PABYID-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
2,False,,,clashing ligands,"('unq_CSD-PADMEM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
3,False,,,clashing ligands,"('unq_CSD-PADMEM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
4,False,,,clashing ligands,"('unq_CSD-PAGBEG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
5,False,,,clashing ligands,"('unq_CSD-PAGBEG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
6,False,,,clashing ligands,"('unq_CSD-PAGKIS-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C22H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
7,False,,,clashing ligands,"('unq_CSD-PAGKIS-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C22H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
8,False,,,clashing ligands,"('unq_CSD-PAGLES-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C16H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
9,False,,,clashing ligands,"('unq_CSD-PAGLES-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C16H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
10,False,,,clashing ligands,"('unq_CSD-PAGWEB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
11,True,1.0,WUBAWOPE_PN_Pd,no optimization,"('unq_CSD-PAGWEB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
12,False,,,clashing ligands,"('unq_CSD-PANJIA-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
13,False,,,clashing ligands,"('unq_CSD-PANJIA-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
14,True,2.0,UDAZUPOX_PN_Pd,no optimization,"('unq_CSD-PEBQOF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C18H16N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
15,True,3.0,UNIBIJEQ_PN_Pd,no optimization,"('unq_CSD-PEBQOF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C18H16N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
16,False,,,clashing ligands,"('unq_CSD-PEBRAS-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
17,False,,,clashing ligands,"('unq_CSD-PEBRAS-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
18,False,,,clashing ligands,"('unq_CSD-PEJGUG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
19,False,,,clashing ligands,"('unq_CSD-PEJGUG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
20,False,,,clashing ligands,"('unq_CSD-PEJWAD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
21,False,,,clashing ligands,"('unq_CSD-PEJWAD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
22,True,4.0,IGEJINAN_PN_Pd,no optimization,"('unq_CSD-PIJNON-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C18H16N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
23,False,,,clashing ligands,"('unq_CSD-PIJNON-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C18H16N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
24,True,5.0,KANERUPO_PN_Pd,no optimization,"('unq_CSD-PIYYON-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C11H19N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
25,False,,,clashing ligands,"('unq_CSD-PIYYON-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C11H19N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
26,False,,,clashing ligands,"('unq_CSD-POPWUM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C10H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
27,True,6.0,ATAPOTIH_PN_Pd,no optimization,"('unq_CSD-POPWUM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C10H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
28,False,,,clashing ligands,"('unq_CSD-POVHOY-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
29,False,,,clashing ligands,"('unq_CSD-POVHOY-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
30,False,,,clashing ligands,"('unq_CSD-POVJAM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
31,False,,,clashing ligands,"('unq_CSD-POVJAM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
32,True,7.0,XADEVOPI_PN_Pd,no optimization,"('unq_CSD-POVKIV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C7H16N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
33,True,8.0,OVIWAKUQ_PN_Pd,no optimization,"('unq_CSD-POVKIV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C7H16N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
34,True,9.0,UFOGAGOQ_PN_Pd,no optimization,"('unq_CSD-SINDAX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C17H14N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
35,True,10.0,ANEHEJOC_PN_Pd,no optimization,"('unq_CSD-SINDAX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C17H14N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
36,False,,,clashing ligands,"('unq_CSD-SIXHIQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C32H29N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
37,False,,,clashing ligands,"('unq_CSD-SIXHIQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C32H29N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
38,False,,,clashing ligands,"('unq_CSD-SIYDUZ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
39,False,,,clashing ligands,"('unq_CSD-SIYDUZ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
40,True,11.0,OCEQODIC_PN_Pd,no optimization,"('unq_CSD-SIYYUX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C16H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
41,False,,,clashing ligands,"('unq_CSD-SIYYUX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C16H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
42,True,12.0,JEPEGAJI_PN_Pd,no optimization,"('unq_CSD-SOFBOF-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C14H16N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
43,True,13.0,JEZEMUTU_PN_Pd,no optimization,"('unq_CSD-SOFBOF-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C14H16N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
44,False,,,clashing ligands,"('unq_CSD-TACTIE-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C11H12N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
45,True,14.0,URUXOWED_PN_Pd,no optimization,"('unq_CSD-TACTIE-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C11H12N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
46,False,,,clashing ligands,"('unq_CSD-TAMJUN-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H23N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
47,True,15.0,IPODAFAJ_PN_Pd,no optimization,"('unq_CSD-TAMJUN-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H23N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
48,False,,,clashing ligands,"('unq_CSD-TEGFET-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H28N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
49,True,16.0,ASEWAMUS_PN_Pd,no optimization,"('unq_CSD-TEGFET-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H28N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
50,False,,,clashing ligands,"('unq_CSD-TEGFIX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
51,False,,,clashing ligands,"('unq_CSD-TEGFIX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
52,True,17.0,UBUKOLUG_PN_Pd,no optimization,"('unq_CSD-TEGFOD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H30N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
53,True,18.0,LIFUTOTA_PN_Pd,no optimization,"('unq_CSD-TEGFOD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H30N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
54,False,,,clashing ligands,"('unq_CSD-LINGEV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C18H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
55,True,19.0,ZIDOGOFE_PN_Pd,no optimization,"('unq_CSD-LINGEV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C18H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
56,False,,,clashing ligands,"('unq_CSD-LIVDEB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
57,False,,,clashing ligands,"('unq_CSD-LIVDEB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
58,False,,,clashing ligands,"('unq_CSD-LOYKUF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
59,False,,,clashing ligands,"('unq_CSD-LOYKUF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
60,False,,,clashing ligands,"('unq_CSD-LULNIQ-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H32N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
61,True,20.0,QAQIRUZE_PN_Pd,no optimization,"('unq_CSD-LULNIQ-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H32N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
62,False,,,clashing ligands,"('unq_CSD-LUTJIT-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C28H26N2P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
63,False,,,clashing ligands,"('unq_CSD-LUTJIT-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C28H26N2P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
64,True,21.0,JONUDETE_PN_Pd,no optimization,"('unq_CSD-MAMFIR-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C17H15N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
65,True,22.0,YEJOVEPE_PN_Pd,no optimization,"('unq_CSD-MAMFIR-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C17H15N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
66,False,,,clashing ligands,"('unq_CSD-MBPAPD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H28N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
67,False,,,clashing ligands,"('unq_CSD-MBPAPD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H28N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
68,True,23.0,ZUWISAHA_PN_Pd,no optimization,"('unq_CSD-AYEWIK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
69,True,24.0,GOSEJANO_PN_Pd,no optimization,"('unq_CSD-AYEWIK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
70,False,,,clashing ligands,"('unq_CSD-AZOYET-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H42N4P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
71,False,,,clashing ligands,"('unq_CSD-AZOYET-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H42N4P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
72,False,,,clashing ligands,"('unq_CSD-BAMWAO-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H32N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
73,True,25.0,MICURIBA_PN_Pd,no optimization,"('unq_CSD-BAMWAO-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H32N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
74,True,26.0,ALUCANEB_PN_Pd,no optimization,"('unq_CSD-BAQGUW-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C17H17N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
75,True,27.0,NUSIGEDE_PN_Pd,no optimization,"('unq_CSD-BAQGUW-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C17H17N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",0,P_N_Donors_Pd_Metal_Centre,Pd,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
